순위 (ranking),단어 (word),품사 (Part of speech),풀이 (Explanation),등급 (Rating),suffix number,단어 (word) (cleaned),english translation
678,기간07,명,期間,B,07,기간,period
679,담배,명,,A,담배,담배,cigarette
680,일으키다,동,,B,키다,일으키다,Raise
681,일단01,부,一旦,C,01,일단,first
682,할아버지,명,,A,버지,할아버지,grandfather
683,조직,명,組織,C,조직,조직,group
684,태어나다,동,,A,나다,태어나다,bear
685,공장02,명,工場,B,02,공장,factory
686,벌써,부,,A,벌써,벌써,already
687,즐기다01,동,,B,01,즐기다,enjoy
688,지02,의,만난 ~ 오래되다,B,02,지,ji
689,환자03,명,患者,A,03,환자,patient
690,변하다,동,變-,B,하다,변하다,change
691,사고12,명,事故,B,12,사고12,Accident 12
692,그래도,불,그리하여도,B,래도,그래도,still
693,아무리,부,,B,무리,아무리,no matter how
694,맞추다01,동,,B,01,맞추다,set
695,쌀,명,,B,쌀,쌀,rice
696,일반02,명,一般,B,02,일반,common
697,재미있다,형,,A,있다,재미있다,It is interesting
698,가르치다01,동,,A,01,가르치다,teach
699,대화06,명,對話,A,06,대화,conversation
700,막다01,동,,B,01,막다,block
701,올해,명,,A,올해,올해,this year
702,형01,명,兄,A,01,형,brother
703,달리01,부,,C,01,달리,unlike
704,버리다01,동,,B,01,버리다,throw away
705,붙이다,동,,B,이다,붙이다,attach
706,인물,명,人物,C,인물,인물,Character
707,늘,부,,B,늘,늘,always
708,모두01,명,,A,01,모두,every
709,전국03,명,全國,B,03,전국,Nationwide
711,마치다02,동,,B,02,마치다,finish
712,전07,관,全. ~ 국민,C,07,전,jeon
713,다만01,부,,C,01,다만,but
714,도움,명,,B,도움,도움,help
715,가정06,명,家庭,B,06,가정,home
716,걸다02,동,옷을 ~,A,02,걸다,bet
717,빠지다02,동,물에 ~,B,02,빠지다,fall
718,멀다02,형,갈 길이 ~,A,02,멀다,far
719,버스02,명,bus,A,02,버스,bus
721,오늘날,명,,B,늘날,오늘날,Today
722,잠시,부,暫時,A,잠시,잠시,for a moment
723,농업,명,農業,B,농업,농업,Agriculture
724,대다01,동,귀에 ~,C,01,대다,put
725,식04,의,式,B,04,식,ceremony
726,의견01,명,意見,B,01,의견,opinion
727,무대06,명,舞臺,C,06,무대,stage
728,사진07,명,寫眞,A,07,사진,picture
729,주장03,명,主張,C,03,주장,opinion
730,표현하다,동,表現-,B,하다,표현하다,express
731,인하다01,동,因-,C,01,인하다,cut
732,이상하다,형,異常-,B,하다,이상하다,weird
733,제일04,명,第一,A,04,제일,most
734,붙다,동,,B,붙다,붙다,pass
735,아마01,부,,A,01,아마,maybe
736,얘기하다,동,,A,하다,얘기하다,talk
737,잇다01,동,,C,01,잇다,connect
738,조금01,부,,A,01,조금,little
739,경기11,명,競技,B,11,경기11,Gyeonggi 11
740,목적03,명,目的,B,03,목적,purpose
741,태도03,명,態度,B,03,태도,attitude
742,남성01,명,男性,B,01,남성,male
743,주위02,명,周圍,B,02,주위,around
744,대책03,명,對策,C,03,대책,Measures
745,그만02,부,그 정도까지만,B,02,그만,stop
746,발생하다,동,發生-,B,하다,발생하다,to occur
747,다리01,명,신체의 일부,A,01,다리,leg
748,아무01,관,,A,01,아무,any
749,어쩌다01,동,,B,01,어쩌다,somehow
750,재료01,명,材料,B,01,재료,ingredient
751,각각01,부,各各,B,01,각각,each
752,결코,부,決-,C,결코,결코,never
753,옮기다,동,,B,기다,옮기다,move
754,항상,부,恒常,A,항상,항상,always
755,해01,명,,A,01,해,sun
756,잃다,동,,A,잃다,잃다,lose
757,자유03,명,自由,B,03,자유,freedom
758,책임,명,責任,B,책임,책임,responsibility
759,바뀌다,동,,B,뀌다,바뀌다,change
760,비슷하다02,형,,A,02,비슷하다,similar
761,심하다,형,甚-,B,하다,심하다,Severe
762,경쟁,명,競爭,C,경쟁,경쟁,compete
763,달러,의,dollar,A,달러,달러,dollar
764,사랑하다,동,,A,하다,사랑하다,Love
765,아니02,감,,B,02,아니,no
766,여름01,명,,A,01,여름,summer
767,자라다01,동,커지다,B,01,자라다,grow
768,회08,의,回,C,08,회,episode
769,구체적,명,具體的,B,체적,구체적,detailed
770,기회03,명,機會,B,03,기회,opportunity
771,실시하다03,동,實施-,C,03,실시하다,Enforce
773,지구04,명,地球,B,04,지구,earth
774,번째,의,番-,B,번째,번째,th
775,소비자,명,消費者,B,비자,소비자,consumer
776,싫다01,형,,A,01,싫다,hate
778,규모,명,規模,C,규모,규모,Scale
779,기준03,명,基準,B,03,기준,standard
780,말11,의,末,B,11,말11,horse 11
781,반드시,부,,B,드시,반드시,certainly
782,셈01,의,,C,01,셈,count
784,갖추다,동,,C,추다,갖추다,possess
785,그러니까,부,,A,니까,그러니까,therefore
787,받아들이다,동,,B,이다,받아들이다,accept
788,값,명,,A,값,값,value
789,현장03,명,現場,C,03,현장,site
790,건설,명,建設,C,건설,건설,erection
791,꺼내다,동,,B,내다,꺼내다,take out
792,노동자,명,勞動者,B,동자,노동자,worker
793,동네,명,洞-,B,동네,동네,town
794,언제나,부,,A,제나,언제나,always
795,완전히,부,完全-,B,전히,완전히,completely
796,자동차,명,自動車,A,동차,자동차,automobile
797,전하다,동,傳-,B,하다,전하다,impart
798,존재하다,동,存在-,C,하다,존재하다,Exist
799,개월,의,個月,A,개월,개월,month
800,맞다02,동,손님을 ~,B,02,맞다,right
801,별로01,부,別-,B,01,별로,not really
802,어린이01,명,,A,01,어린이,children
803,정하다03,동,定-,B,03,정하다,decide
804,한마디,명,,C,마디,한마디,one word
805,유지하다02,동,維持-,C,02,유지하다,maintain
806,이데올로기,명,&독Ideologie,C,로기,이데올로기,ideology
807,공부하다,동,工夫-,A,하다,공부하다,study
808,대중02,명,大衆,B,02,대중,public
809,늘어나다,동,,B,나다,늘어나다,increase
810,닦다01,동,,A,01,닦다,To Wipe
811,만01,의,십 년 ~에,C,01,만,only
812,말씀,명,,A,말씀,말씀,words
813,괜찮다,형,,A,찮다,괜찮다,Okay
814,눈물01,명,,A,01,눈물,tear
815,각종,명,各種,B,각종,각종,various
816,빛,명,,B,빛,빛,light
817,아니01,부,,A,01,아니,no
818,피하다,동,避-,C,하다,피하다,avoid
819,거치다01,동,,C,01,거치다,pass through
820,나아가다,동,,C,가다,나아가다,go forward
821,야04,감,,B,04,야,hey
822,지식02,명,知識,C,02,지식,knowledge
823,현재02,명,現在,B,02,현재,today
824,여전히,부,如前-,C,전히,여전히,still
825,주인01,명,主人,A,01,주인,master
826,발견하다01,동,發見-,B,01,발견하다,Discover
827,선14,명,線,C,14,선14,Line 14
828,인류01,명,人類,C,01,인류,humanity
829,특징,명,特徵,B,특징,특징,characteristic
830,드리다01,보,도와 ~,A,01,드리다,give
831,선수05,명,選手,B,05,선수,player
832,형식01,명,形式,C,01,형식,form
833,마련하다,동,,B,하다,마련하다,prepare
834,반07,명,半,A,07,반,half
835,발표하다,동,發表-,B,하다,발표하다,announce
836,주제04,명,主題,B,04,주제,subject
837,걸치다,동,,C,치다,걸치다,cover
838,겪다,동,,C,겪다,겪다,experience
839,관점02,명,觀點,C,02,관점,aspect
840,귀01,명,,A,01,귀,ear
842,기본,명,基本,B,기본,기본,basic
843,미터02,의,meter,A,02,미터,Meter
844,사라지다,동,,B,지다,사라지다,disappear
845,어떠하다,형,,A,하다,어떠하다,How is it?
846,감정06,명,感情,B,06,감정,emotion
847,기억02,명,記憶,B,02,기억,memory
848,놈01,의,,C,01,놈,bloke
849,인기01,명,人氣,B,01,인기,popularity
850,배01,명,신체의 일부,A,01,배,ship
851,아파트,명,apartment,A,파트,아파트,apartment
852,가끔,부,,A,가끔,가끔,sometimes
853,구성07,명,構成,C,07,구성,composition
854,술06,의,밥 한 ~,A,06,술,alcohol
855,실제로,부,實際-,C,제로,실제로,actually
856,짧다,형,,A,짧다,짧다,short
857,고맙다01,형,,A,01,고맙다,thanks
858,관리04,명,管理,B,04,관리,management
860,그곳,대,,A,그곳,그곳,there
861,달다05,보,빌려 다오,C,05,달다,Sweet
862,보다02,부,한층 더,A,02,보다,see
863,비롯하다,동,,C,하다,비롯하다,originate
865,과연01,부,果然,C,01,과연,indeed
866,들리다03,동,소리가 ~,B,03,들리다,hear
867,달리다04,동,말을 ~,B,04,달리다,run
868,바쁘다,형,,A,쁘다,바쁘다,busy
869,이전03,명,以前,B,03,이전,before
870,인정하다,동,認定-,C,하다,인정하다,recognize
871,자18,의,者,C,18,자18,Character 18
872,중앙01,명,中央,C,01,중앙,center
873,나쁘다01,형,,A,01,나쁘다,bad
874,불구하다02,동,不拘-,C,02,불구하다,to be disabled
876,시키다01,동,,B,01,시키다,make someone do
877,게임,명,game,A,게임,게임,game
878,국제02,명,國際,B,02,국제,International
879,그룹01,명,group,B,01,그룹,group
880,인생01,명,人生,B,01,인생,life
881,전통06,명,傳統,B,06,전통,tradition
882,기르다,동,,B,르다,기르다,cultivate
884,잔03,명,盞,A,03,잔,glass
885,조사하다12,동,調査-,B,12,조사하다12,investigate12
886,커다랗다,형,,B,랗다,커다랗다,It's big
888,있다01,동,,A,01,있다,there is
890,시인10,명,詩人,B,10,시인10,Poet 10
891,언제01,부,,A,01,언제,when
892,외04,의,外,B,04,외,except
893,평가03,명,評價,C,03,평가,evaluation
894,내려오다,동,,A,오다,내려오다,go down
895,위치01,명,位置,B,01,위치,location
896,줄이다,동,,B,이다,줄이다,reduce
898,가격03,명,價格,B,03,가격,price
899,달라지다,동,,B,지다,달라지다,to be different
900,비다01,동,,C,01,비다,be empty
901,삼국,명,三國,C,삼국,삼국,Three Kingdoms
902,손님,명,,A,손님,손님,customer
903,원하다02,동,願-,B,02,원하다,want
904,통신01,명,通信,B,01,통신,communication
905,확인하다,동,確認-,B,하다,확인하다,check
906,모임01,명,,B,01,모임,class
907,수26,명,數. ~를 세다,C,26,수26,Number 26
908,아무01,대,,A,01,아무,any
909,웃음,명,,B,웃음,웃음,laugh
910,기계07,명,機械,B,07,기계,machine
911,모양02,의,模樣,B,02,모양,shape
912,물질02,명,物質,C,02,물질,matter
913,아나운서,명,announcer,B,운서,아나운서,announcer
914,뉴스,명,news,A,뉴스,뉴스,news
915,살아가다,동,,C,가다,살아가다,live
916,펴다,동,,B,펴다,펴다,Spread
918,배09,명,倍,C,09,배,ship
919,수업04,명,授業,A,04,수업,class
920,겨울,명,,A,겨울,겨울,winter
921,종교,명,宗敎,B,종교,종교,religion
922,층02,명,層,A,02,층,floor
924,자연스럽다,형,自然-,B,럽다,자연스럽다,natural
925,장22,의,張. 종이 한 ~,A,22,장22,Chapter 22
927,돌다,동,,B,돌다,돌다,spin
928,식사03,명,食事,A,03,식사,meal
929,안다01,동,,A,01,안다,know
930,이해06,명,理解,B,06,이해,understanding
931,잊다01,동,,A,01,잊다,forget
932,제시하다01,동,提示-,C,01,제시하다,present
933,반11,명,班,A,11,반11,class 11
934,불과하다,형,不過-,C,하다,불과하다,It's just a little bit
936,혹은,부,或-,B,혹은,혹은,or
937,엄청나다,형,,C,나다,엄청나다,tremendous
939,편04,의,바람이 부는 ~,C,04,편,side
940,텔레비전,명,television,A,비전,텔레비전,television
941,파악하다,동,把握-,C,하다,파악하다,Seize
942,편09,의,篇,B,09,편,side
943,실천01,명,實踐,C,01,실천,implement
944,노력하다01,동,努力-,B,01,노력하다,try hard
945,보호01,명,保護,B,01,보호,protect
947,씻다,동,,A,씻다,씻다,wash
948,한편,명,-便,B,한편,한편,Meanwhile
949,늦다,형,,A,늦다,늦다,late
951,이웃,명,,B,이웃,이웃,neighbor
952,편지02,명,便紙,A,02,편지,letter
953,공동02,명,共同,B,02,공동,public
954,까닭,명,,B,까닭,까닭,reason
955,방안01,명,方案,C,01,방안,measures
956,센티미터,의,centimeter,A,미터,센티미터,centimeter
957,팔01,명,신체의 일부,A,01,팔,eight
958,분명하다01,형,分明-,C,01,분명하다,Obvious
959,분석02,명,分析,C,02,분석,analyze
960,소녀02,명,少女,B,02,소녀,girl
961,지나가다,동,,B,가다,지나가다,Pass by
962,차03,의,次,C,03,차,car
963,상품03,명,商品,B,03,상품,Goods
965,설명,명,說明,A,설명,설명,explanation
966,훌륭하다,형,,B,하다,훌륭하다,excellent
967,관계자,명,關係者,C,계자,관계자,Officials
968,새로,부,,B,새로,새로,New
969,세13,의,歲,A,13,세13,13 years old
970,이어지다,동,,C,지다,이어지다,be connected
971,티브이,명,TV,A,브이,티브이,TV
972,봄01,명,,A,01,봄,spring
973,종류02,명,種類,B,02,종류,type
974,낮다,형,,A,낮다,낮다,low
975,어깨01,명,,A,01,어깨,shoulder
976,지적하다,동,指摘-,C,하다,지적하다,Point out
977,부부03,명,夫婦,A,03,부부,married couple
978,오래02,부,,A,02,오래,long time
979,요구03,명,要求,C,03,요구,request
980,키우다,동,,B,우다,키우다,grow
981,눕다01,동,,B,01,눕다,lay down
982,발달하다,동,發達-,B,하다,발달하다,develop
983,발전하다01,동,發展-,B,01,발전하다,develop
984,여행02,명,旅行,A,02,여행,travel
985,죽음01,명,,B,01,죽음,death
986,고통,명,苦痛,B,고통,고통,pain
987,등장하다01,동,登場-,C,01,등장하다,appear
988,공01,명,축구~,A,01,공,ball
989,듯이01,의,,B,01,듯이,as if
990,어울리다,동,,B,리다,어울리다,comport
991,오월01,명,五月,A,01,오월,May
992,쉬다03,동,편안히 ~,A,03,쉬다,rest
993,알리다,동,,B,리다,알리다,inform
994,차다01,동,가득 ~,C,01,차다,cold
996,과10,명,課,A,10,과10,Lesson 10
997,멀리01,부,,B,01,멀리,far
998,빼다01,동,가시를 ~,B,01,빼다,remove
999,예정02,명,豫定,B,02,예정,expected
1000,오빠,명,,A,오빠,오빠,brother
1002,즐겁다,형,,A,겁다,즐겁다,fun
1003,한계,명,限界,C,한계,한계,Limit
1004,흔히,부,,B,흔히,흔히,Often
1005,바탕01,명,,C,01,바탕,background
1006,사월02,명,四月,A,02,사월,April
1007,싸우다,동,,A,우다,싸우다,fight
1008,언제01,대,,A,01,언제,when
1009,예쁘다,형,,A,쁘다,예쁘다,pretty
1010,갈등,명,葛藤,C,갈등,갈등,conflict
1011,느껴지다,동,,B,지다,느껴지다,feel
1014,의지06,명,意志,C,06,의지,will
1015,전문08,명,專門,B,08,전문,specialty
1016,정확하다01,형,正確-,B,01,정확하다,Accurate
1017,초기04,명,初期,C,04,초기,Early
1018,나중01,명,,A,01,나중,later
1019,등01,명,신체의 일부,B,01,등,etc.
1020,맛있다,형,,A,있다,맛있다,it's good
1021,며칠,명,,A,며칠,며칠,few days
1022,신경04,명,神經,C,04,신경,nerve
1023,찾아오다,동,,B,오다,찾아오다,come to
1025,미14,명,美,C,14,미14,US14
1026,사용04,명,使用,B,04,사용,use
1027,시선03,명,視線,C,03,시선,Sight
1028,아무런,관,,C,무런,아무런,nothing
1029,언론,명,言論,C,언론,언론,Press
1030,투자02,명,投資,C,02,투자,invest
1032,지원02,명,支援,C,02,지원,support
1033,결정하다01,동,決定-,B,01,결정하다,decide
1034,경영02,명,經營,B,02,경영,management
1036,목표,명,目標,B,목표,목표,target
1037,성장01,명,成長,C,01,성장,growth
1038,숲01,명,,B,01,숲,forest
1039,없어지다,동,,B,지다,없어지다,Run out
1040,작년,명,昨年,A,작년,작년,last year
1041,내려가다,동,,A,가다,내려가다,go down
1042,떠오르다,동,,B,르다,떠오르다,fly
1044,미치다02,동,닿다,B,02,미치다,crazy
1045,새벽01,명,,B,01,새벽,dawn
1046,쓰레기,명,,A,레기,쓰레기,trash
1047,얼른02,부,,B,02,얼른,hurry
1048,임금03,명,賃金,B,03,임금,wage
1049,피해01,명,被害,C,01,피해,damage
1050,한06,명,限,C,06,한,one
1051,무섭다,형,,B,섭다,무섭다,scary
1052,직장05,명,職場,B,05,직장,rectal
1053,참다,동,,B,참다,참다,suppress
1054,크기,명,,B,크기,크기,size
1055,고기01,명,,A,01,고기,meat
1056,남기다,동,,B,기다,남기다,leave
1057,서양,명,西洋,B,서양,서양,Western
1058,주요01,명,主要,B,01,주요,main
1059,지나치다,형,,B,치다,지나치다,go too far
1060,가져오다,동,,A,오다,가져오다,Bring
1061,냄새,명,,B,냄새,냄새,smell
1062,부드럽다,형,,B,럽다,부드럽다,soft
1063,여기다,동,,C,기다,여기다,It's here
1064,이04,의,,C,04,이,this
1067,공연02,명,公演,B,02,공연,show
1068,남녀,명,男女,A,남녀,남녀,men and women
1069,내놓다,동,,B,놓다,내놓다,put out
1070,떼다01,동,,B,01,떼다,cut
1071,만들어지다,동,,B,지다,만들어지다,Made
1072,속도01,명,速度,B,01,속도,speed
1073,심각하다02,형,深刻-,B,02,심각하다,Serious
1074,준비,명,準備,A,준비,준비,preparation
1075,계속되다02,동,繼續-,B,02,계속되다,continue
1076,구월02,명,九月,A,02,구월,September
1077,맑다01,형,,A,01,맑다,clear
